gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	Plasmomerged1
506	515	PF3D7_0316600	PF3D7_0316600.1	TALONG000000506	TALONT000000515	4	3365	Known	Known	None	32
508	517	PF3D7_0316800	PF3D7_0316800.1	TALONG000000508	TALONT000000517	3	1916	Known	Known	None	11
509	518	PF3D7_0316900	PF3D7_0316900.1	TALONG000000509	TALONT000000518	2	2808	Known	Known	None	11
510	519	PF3D7_0317000	PF3D7_0317000.1	TALONG000000510	TALONT000000519	2	2065	Known	Known	None	36
512	521	PF3D7_0317200	PF3D7_0317200.1	TALONG000000512	TALONT000000521	1	7170	Known	Known	None	4
513	522	PF3D7_0317300	PF3D7_0317300.1	TALONG000000513	TALONT000000522	1	11642	Known	Known	None	1
516	525	PF3D7_0317600	PF3D7_0317600.1	TALONG000000516	TALONT000000525	4	1302	Known	Known	None	2
518	527	PF3D7_0317800	PF3D7_0317800.1	TALONG000000518	TALONT000000527	2	1596	Known	Known	None	1
519	528	PF3D7_0317900	PF3D7_0317900.1	TALONG000000519	TALONT000000528	2	2626	Known	Known	None	1
521	530	PF3D7_0318100	PF3D7_0318100.1	TALONG000000521	TALONT000000530	1	1322	Known	Known	None	1
522	531	PF3D7_0318200	PF3D7_0318200.1	TALONG000000522	TALONT000000531	1	9211	Known	Known	None	9
523	532	PF3D7_0318300	PF3D7_0318300.1	TALONG000000523	TALONT000000532	3	4042	Known	Known	None	1
526	535	PF3D7_0318600	PF3D7_0318600.1	TALONG000000526	TALONT000000535	1	4425	Known	Known	None	3
527	536	PF3D7_0318700	PF3D7_0318700.1	TALONG000000527	TALONT000000536	1	1067	Known	Known	None	1
529	538	PF3D7_0318900	PF3D7_0318900.1	TALONG000000529	TALONT000000538	3	2466	Known	Known	None	6
530	539	PF3D7_0319000	PF3D7_0319000.1	TALONG000000530	TALONT000000539	1	7351	Known	Known	None	7
531	540	PF3D7_0319100	PF3D7_0319100.1	TALONG000000531	TALONT000000540	1	1886	Known	Known	None	6
533	542	PF3D7_0319300	PF3D7_0319300.1	TALONG000000533	TALONT000000542	2	1260	Known	Known	None	1
534	543	PF3D7_0319400	PF3D7_0319400.1	TALONG000000534	TALONT000000543	1	5811	Known	Known	None	1
535	544	PF3D7_0319500	PF3D7_0319500.1	TALONG000000535	TALONT000000544	4	1962	Known	Known	None	3
536	545	PF3D7_0319600	PF3D7_0319600.1	TALONG000000536	TALONT000000545	3	1643	Known	Known	None	16
543	552	PF3D7_0320300	PF3D7_0320300.1	TALONG000000543	TALONT000000552	1	3262	Known	Known	None	19
545	554	PF3D7_0320500	PF3D7_0320500.1	TALONG000000545	TALONT000000554	1	2556	Known	Known	None	2
546	555	PF3D7_0320600	PF3D7_0320600.1	TALONG000000546	TALONT000000555	5	1256	Known	Known	None	3
547	556	PF3D7_0320700	PF3D7_0320700.1	TALONG000000547	TALONT000000556	8	1243	Known	Known	None	4
549	558	PF3D7_0320900	PF3D7_0320900.1	TALONG000000549	TALONT000000558	3	1767	Known	Known	None	12
551	560	PF3D7_0321100	PF3D7_0321100.1	TALONG000000551	TALONT000000560	1	6515	Known	Known	None	3
552	561	PF3D7_0321200	PF3D7_0321200.1	TALONG000000552	TALONT000000561	7	1973	Known	Known	None	1
553	562	PF3D7_0321300	PF3D7_0321300.1	TALONG000000553	TALONT000000562	1	3470	Known	Known	None	2
554	563	PF3D7_0321400	PF3D7_0321400.1	TALONG000000554	TALONT000000563	4	1680	Known	Known	None	1
555	564	PF3D7_0321500	PF3D7_0321500.1	TALONG000000555	TALONT000000564	1	4148	Known	Known	None	6
556	565	PF3D7_0321600	PF3D7_0321600.1	TALONG000000556	TALONT000000565	2	2947	Known	Known	None	9
557	566	PF3D7_0321700	PF3D7_0321700.1	TALONG000000557	TALONT000000566	5	7038	Known	Known	None	1
559	568	PF3D7_0321900	PF3D7_0321900.1	TALONG000000559	TALONT000000568	9	5726	Known	Known	None	1
560	569	PF3D7_0322000	PF3D7_0322000.1	TALONG000000560	TALONT000000569	1	1517	Known	Known	None	126
561	570	PF3D7_0322100	PF3D7_0322100.1	TALONG000000561	TALONT000000570	1	2713	Known	Known	None	3
563	572	PF3D7_0322300	PF3D7_0322300.1	TALONG000000563	TALONT000000572	1	4559	Known	Known	None	2
564	573	PF3D7_0322400	PF3D7_0322400.1	TALONG000000564	TALONT000000573	2	3383	Known	Known	None	3
565	574	PF3D7_0322500	PF3D7_0322500.1	TALONG000000565	TALONT000000574	1	1557	Known	Known	None	7
567	576	PF3D7_0322700	PF3D7_0322700.1	TALONG000000567	TALONT000000576	2	10286	Known	Known	None	3
569	578	PF3D7_0322900	PF3D7_0322900.1	TALONG000000569	TALONT000000578	2	1697	Known	Known	None	12
570	579	PF3D7_0323000	PF3D7_0323000.1	TALONG000000570	TALONT000000579	3	1513	Known	Known	None	3
571	580	PF3D7_0323100	PF3D7_0323100.1	TALONG000000571	TALONT000000580	1	6329	Known	Known	None	1
573	582	PF3D7_0323300	PF3D7_0323300.1	TALONG000000573	TALONT000000582	1	1302	Known	Known	None	1
576	585	PF3D7_0323600	PF3D7_0323600.1	TALONG000000576	TALONT000000585	3	2717	Known	Known	None	4
577	586	PF3D7_0323700	PF3D7_0323700.1	TALONG000000577	TALONT000000586	1	3345	Known	Known	None	3
581	590	PF3D7_0324200	PF3D7_0324200.1	TALONG000000581	TALONT000000590	2	1174	Known	Known	None	1
600	609	PF3D7_0401600	PF3D7_0401600.1	TALONG000000600	TALONT000000609	2	1514	Known	Known	None	2
601	611	PF3D7_0401800	PF3D7_0401800.1	TALONG000000601	TALONT000000611	2	2889	Known	Known	None	1
603	613	PF3D7_0402000	PF3D7_0402000.1	TALONG000000603	TALONT000000613	2	3128	Known	Known	None	22
606	616	PF3D7_0402400	PF3D7_0402400.1	TALONG000000606	TALONT000000616	2	2353	Known	Known	None	25
609	619	PF3D7_0403100	PF3D7_0403100.1	TALONG000000609	TALONT000000619	1	2358	Known	Known	None	2
610	620	PF3D7_0403200	PF3D7_0403200.1	TALONG000000610	TALONT000000620	1	3269	Known	Known	None	5
613	623	PF3D7_0403500	PF3D7_0403500.1	TALONG000000613	TALONT000000623	1	1717	Known	Known	None	1
615	625	PF3D7_0403700	PF3D7_0403700.1	TALONG000000615	TALONT000000625	6	3140	Known	Known	None	2
624	634	PF3D7_0404600	PF3D7_0404600.1	TALONG000000624	TALONT000000634	1	15301	Known	Known	None	1
625	635	PF3D7_0404700	PF3D7_0404700.1	TALONG000000625	TALONT000000635	2	3694	Known	Known	None	3
627	637	PF3D7_0404900	PF3D7_0404900.1	TALONG000000627	TALONT000000637	1	2348	Known	Known	None	28
628	638	PF3D7_0405000	PF3D7_0405000.1	TALONG000000628	TALONT000000638	3	2148	Known	Known	None	2
629	639	PF3D7_0405100	PF3D7_0405100.1	TALONG000000629	TALONT000000639	5	5891	Known	Known	None	1
634	644	PF3D7_0405600	PF3D7_0405600.1	TALONG000000634	TALONT000000644	9	1738	Known	Known	None	7
635	645	PF3D7_0405700	PF3D7_0405700.1	TALONG000000635	TALONT000000645	1	8072	Known	Known	None	1
637	647	PF3D7_0405900	PF3D7_0405900.1	TALONG000000637	TALONT000000647	4	3148	Known	Known	None	5
638	648	PF3D7_0406000	PF3D7_0406000.1	TALONG000000638	TALONT000000648	2	2470	Known	Known	None	3
639	649	PF3D7_0406100	PF3D7_0406100.1	TALONG000000639	TALONT000000649	2	2265	Known	Known	None	4
640	650	PF3D7_0406200	PF3D7_0406200.1	TALONG000000640	TALONT000000650	1	2167	Known	Known	None	33
642	652	PF3D7_0406500	PF3D7_0406500.1	TALONG000000642	TALONT000000652	2	11445	Known	Known	None	2
645	655	PF3D7_0406800	PF3D7_0406800.1	TALONG000000645	TALONT000000655	5	1015	Known	Known	None	2
648	658	PF3D7_0407100	PF3D7_0407100.1	TALONG000000648	TALONT000000658	2	2223	Known	Known	None	1
649	659	PF3D7_0407200	PF3D7_0407200.1	TALONG000000649	TALONT000000659	5	967	Known	Known	None	1
651	661	PF3D7_0407400	PF3D7_0407400.1	TALONG000000651	TALONT000000661	1	1215	Known	Known	None	2
655	665	PF3D7_0407800	PF3D7_0407800.1	TALONG000000655	TALONT000000665	1	7123	Known	Known	None	5
656	666	PF3D7_0407900	PF3D7_0407900.1	TALONG000000656	TALONT000000666	1	3179	Known	Known	None	2
659	669	PF3D7_0408200	PF3D7_0408200.1	TALONG000000659	TALONT000000669	1	2122	Known	Known	None	1
660	670	PF3D7_0408300	PF3D7_0408300.1	TALONG000000660	TALONT000000670	5	1749	Known	Known	None	1
661	671	PF3D7_0408400	PF3D7_0408400.1	TALONG000000661	TALONT000000671	3	2470	Known	Known	None	1
666	676	PF3D7_0408900	PF3D7_0408900.1	TALONG000000666	TALONT000000676	5	3001	Known	Known	None	1
666	677	PF3D7_0408900	PF3D7_0408900.2	TALONG000000666	TALONT000000677	5	2076	Known	Known	None	2
668	679	PF3D7_0409100	PF3D7_0409100.1	TALONG000000668	TALONT000000679	2	2574	Known	Known	None	8
669	680	PF3D7_0409200	PF3D7_0409200.1	TALONG000000669	TALONT000000680	1	1966	Known	Known	None	4
670	681	PF3D7_0409300	PF3D7_0409300.1	TALONG000000670	TALONT000000681	3	4302	Known	Known	None	1
671	682	PF3D7_0409400	PF3D7_0409400.1	TALONG000000671	TALONT000000682	1	2815	Known	Known	None	1
672	683	PF3D7_0409500	PF3D7_0409500.1	TALONG000000672	TALONT000000683	2	1853	Known	Known	None	1
673	684	PF3D7_0409600	PF3D7_0409600.1	TALONG000000673	TALONT000000684	1	4548	Known	Known	None	7
675	686	PF3D7_0409800	PF3D7_0409800.1	TALONG000000675	TALONT000000686	1	4394	Known	Known	None	13
677	688	PF3D7_0410000	PF3D7_0410000.1	TALONG000000677	TALONT000000688	2	4027	Known	Known	None	1
678	689	PF3D7_0410300	PF3D7_0410300.1	TALONG000000678	TALONT000000689	2	3552	Known	Known	None	1
679	690	PF3D7_0410400	PF3D7_0410400.1	TALONG000000679	TALONT000000690	1	1563	Known	Known	None	2
681	692	PF3D7_0410600	PF3D7_0410600.1	TALONG000000681	TALONT000000692	3	1718	Known	Known	None	3
682	693	PF3D7_0410700	PF3D7_0410700.1	TALONG000000682	TALONT000000693	1	4612	Known	Known	None	2
683	694	PF3D7_0410800	PF3D7_0410800.1	TALONG000000683	TALONT000000694	1	5023	Known	Known	None	5
686	697	PF3D7_0411100	PF3D7_0411100.1	TALONG000000686	TALONT000000697	1	683	Known	Known	None	1
688	699	PF3D7_0411300	PF3D7_0411300.1	TALONG000000688	TALONT000000699	1	2744	Known	Known	None	3
691	702	PF3D7_0411800	PF3D7_0411800.1	TALONG000000691	TALONT000000702	1	7141	Known	Known	None	4
693	704	PF3D7_0412000	PF3D7_0412000.1	TALONG000000693	TALONT000000704	1	3760	Known	Known	None	2
694	705	PF3D7_0412100	PF3D7_0412100.1	TALONG000000694	TALONT000000705	1	1923	Known	Known	None	2
703	714	PF3D7_0413500	PF3D7_0413500.1	TALONG000000703	TALONT000000714	1	1525	Known	Known	None	15
704	715	PF3D7_0413600	PF3D7_0413600.1	TALONG000000704	TALONT000000715	2	1804	Known	Known	None	8
705	716	PF3D7_0413700	PF3D7_0413700.1	TALONG000000705	TALONT000000716	1	2217	Known	Known	None	3
707	718	PF3D7_0413900	PF3D7_0413900.1	TALONG000000707	TALONT000000718	4	3026	Known	Known	None	5
709	720	PF3D7_0414100	PF3D7_0414100.1	TALONG000000709	TALONT000000720	4	5237	Known	Known	None	2
710	722	PF3D7_0414200	PF3D7_0414200.1	TALONG000000710	TALONT000000722	5	1235	Known	Known	None	2
711	723	PF3D7_0414300	PF3D7_0414300.1	TALONG000000711	TALONT000000723	4	1182	Known	Known	None	1
715	727	PF3D7_0414700	PF3D7_0414700.1	TALONG000000715	TALONT000000727	1	3037	Known	Known	None	4
717	729	PF3D7_0414900	PF3D7_0414900.1	TALONG000000717	TALONT000000729	11	1397	Known	Known	None	2
718	730	PF3D7_0415000	PF3D7_0415000.1	TALONG000000718	TALONT000000730	1	1494	Known	Known	None	1
720	732	PF3D7_0415200	PF3D7_0415200.1	TALONG000000720	TALONT000000732	1	7684	Known	Known	None	1
721	733	PF3D7_0415300	PF3D7_0415300.1	TALONG000000721	TALONT000000733	2	4895	Known	Known	None	2
722	734	PF3D7_0415400	PF3D7_0415400.1	TALONG000000722	TALONT000000734	1	1458	Known	Known	None	1
723	735	PF3D7_0415500	PF3D7_0415500.1	TALONG000000723	TALONT000000735	2	1226	Known	Known	None	5
724	736	PF3D7_0415600	PF3D7_0415600.1	TALONG000000724	TALONT000000736	1	1392	Known	Known	None	1
725	737	PF3D7_0415700	PF3D7_0415700.1	TALONG000000725	TALONT000000737	1	1915	Known	Known	None	1
727	739	PF3D7_0415900	PF3D7_0415900.1	TALONG000000727	TALONT000000739	2	2736	Known	Known	None	3
729	741	PF3D7_0416100	PF3D7_0416100.1	TALONG000000729	TALONT000000741	1	3522	Known	Known	None	6
732	744	PF3D7_0416400	PF3D7_0416400.1	TALONG000000732	TALONT000000744	4	5045	Known	Known	None	1
733	745	PF3D7_0416500	PF3D7_0416500.1	TALONG000000733	TALONT000000745	1	2014	Known	Known	None	4
734	746	PF3D7_0416600	PF3D7_0416600.1	TALONG000000734	TALONT000000746	1	2501	Known	Known	None	6
735	747	PF3D7_0416700	PF3D7_0416700.1	TALONG000000735	TALONT000000747	1	1436	Known	Known	None	2
736	748	PF3D7_0416800	PF3D7_0416800.1	TALONG000000736	TALONT000000748	3	1346	Known	Known	None	2
740	752	PF3D7_0417200	PF3D7_0417200.1	TALONG000000740	TALONT000000752	1	2169	Known	Known	None	1
741	753	PF3D7_0417300	PF3D7_0417300.1	TALONG000000741	TALONT000000753	4	3036	Known	Known	None	1
742	754	PF3D7_0417400	PF3D7_0417400.1	TALONG000000742	TALONT000000754	1	21885	Known	Known	None	2
743	755	PF3D7_0417500	PF3D7_0417500.1	TALONG000000743	TALONT000000755	13	1645	Known	Known	None	5
746	758	PF3D7_0417800	PF3D7_0417800.1	TALONG000000746	TALONT000000758	2	3075	Known	Known	None	1
749	761	PF3D7_0418100	PF3D7_0418100.1	TALONG000000749	TALONT000000761	1	5590	Known	Known	None	2
750	762	PF3D7_0418200	PF3D7_0418200.1	TALONG000000750	TALONT000000762	1	2859	Known	Known	None	24
752	764	PF3D7_0418400	PF3D7_0418400.1	TALONG000000752	TALONT000000764	3	647	Known	Known	None	4
755	767	PF3D7_0418700	PF3D7_0418700.1	TALONG000000755	TALONT000000767	1	2461	Known	Known	None	2
757	769	PF3D7_0418900	PF3D7_0418900.1	TALONG000000757	TALONT000000769	5	2016	Known	Known	None	1
759	771	PF3D7_0419100	PF3D7_0419100.1	TALONG000000759	TALONT000000771	2	1772	Known	Known	None	1
761	773	PF3D7_0419300	PF3D7_0419300.1	TALONG000000761	TALONT000000773	2	2609	Known	Known	None	1
763	775	PF3D7_0419500	PF3D7_0419500.1	TALONG000000763	TALONT000000775	1	3397	Known	Known	None	3
764	776	PF3D7_0419600	PF3D7_0419600.1	TALONG000000764	TALONT000000776	2	2021	Known	Known	None	3
768	780	PF3D7_0420000	PF3D7_0420000.1	TALONG000000768	TALONT000000780	1	12100	Known	Known	None	2
769	781	PF3D7_0420100	PF3D7_0420100.1	TALONG000000769	TALONT000000781	1	3136	Known	Known	None	5
774	786	PF3D7_0420600	PF3D7_0420600.1	TALONG000000774	TALONT000000786	1	2127	Known	Known	None	5
783	795	PF3D7_0422000	PF3D7_0422000.1	TALONG000000783	TALONT000000795	5	2450	Known	Known	None	1
784	796	PF3D7_0422100	PF3D7_0422100.1	TALONG000000784	TALONT000000796	1	2300	Known	Known	None	16
785	797	PF3D7_0422200	PF3D7_0422200.1	TALONG000000785	TALONT000000797	1	15070	Known	Known	None	1
787	799	PF3D7_0422400	PF3D7_0422400.1	TALONG000000787	TALONT000000799	2	1987	Known	Known	None	2
788	800	PF3D7_0422500	PF3D7_0422500.1	TALONG000000788	TALONT000000800	1	9275	Known	Known	None	1
793	805	PF3D7_0423000	PF3D7_0423000.1	TALONG000000793	TALONT000000805	1	1374	Known	Known	None	2
794	806	PF3D7_0423100	PF3D7_0423100.1	TALONG000000794	TALONT000000806	2	1232	Known	Known	None	1
795	807	PF3D7_0423200	PF3D7_0423200.1	TALONG000000795	TALONT000000807	2	853	Known	Known	None	2
796	808	PF3D7_0423300	PF3D7_0423300.1	TALONG000000796	TALONT000000808	1	2258	Known	Known	None	12
797	809	PF3D7_0423400	PF3D7_0423400.1	TALONG000000797	TALONT000000809	1	1361	Known	Known	None	9
798	810	PF3D7_0423500	PF3D7_0423500.1	TALONG000000798	TALONT000000810	2	2280	Known	Known	None	2
800	812	PF3D7_0423700	PF3D7_0423700.1	TALONG000000800	TALONT000000812	1	2211	Known	Known	None	6
803	815	PF3D7_0424000	PF3D7_0424000.1	TALONG000000803	TALONT000000815	2	1959	Known	Known	None	2
805	817	PF3D7_0424200	PF3D7_0424200.1	TALONG000000805	TALONT000000817	2	5581	Known	Known	None	1
808	820	PF3D7_0424600	PF3D7_0424600.1	TALONG000000808	TALONT000000820	3	3804	Known	Known	None	3
811	823	PF3D7_0424900	PF3D7_0424900.1	TALONG000000811	TALONT000000823	2	1925	Known	Known	None	3
826	839	PF3D7_0501100	PF3D7_0501100.1	TALONG000000826	TALONT000000839	4	4267	Known	Known	None	5
827	840	PF3D7_0501200	PF3D7_0501200.1	TALONG000000827	TALONT000000840	2	2870	Known	Known	None	47
830	843	PF3D7_0501500	PF3D7_0501500.1	TALONG000000830	TALONT000000843	1	2194	Known	Known	None	26
831	844	PF3D7_0501600	PF3D7_0501600.1	TALONG000000831	TALONT000000844	1	1753	Known	Known	None	7
833	846	PF3D7_0501800	PF3D7_0501800.1	TALONG000000833	TALONT000000846	1	4523	Known	Known	None	1
834	847	PF3D7_0501900	PF3D7_0501900.1	TALONG000000834	TALONT000000847	2	1982	Known	Known	None	2
835	848	PF3D7_0502000	PF3D7_0502000.1	TALONG000000835	TALONT000000848	3	4661	Known	Known	None	1
836	849	PF3D7_0502100	PF3D7_0502100.1	TALONG000000836	TALONT000000849	1	2143	Known	Known	None	5
839	852	PF3D7_0502400	PF3D7_0502400.1	TALONG000000839	TALONT000000852	1	2639	Known	Known	None	1
842	855	PF3D7_0502700	PF3D7_0502700.1	TALONG000000842	TALONT000000855	2	1512	Known	Known	None	1
844	857	PF3D7_0502900	PF3D7_0502900.1	TALONG000000844	TALONT000000857	3	1015	Known	Known	None	7
845	858	PF3D7_0503000	PF3D7_0503000.1	TALONG000000845	TALONT000000858	5	1240	Known	Known	None	8
846	859	PF3D7_0503100	PF3D7_0503100.1	TALONG000000846	TALONT000000859	1	2256	Known	Known	None	3
847	860	PF3D7_0503200	PF3D7_0503200.1	TALONG000000847	TALONT000000860	1	3617	Known	Known	None	4
848	861	PF3D7_0503300	PF3D7_0503300.1	TALONG000000848	TALONT000000861	1	3226	Known	Known	None	2
849	862	PF3D7_0503400	PF3D7_0503400.1	TALONG000000849	TALONT000000862	3	1983	Known	Known	None	17
852	865	PF3D7_0503800	PF3D7_0503800.1	TALONG000000852	TALONT000000865	3	1099	Known	Known	None	2
854	867	PF3D7_0504000	PF3D7_0504000.1	TALONG000000854	TALONT000000867	2	8216	Known	Known	None	5
855	868	PF3D7_0504100	PF3D7_0504100.1	TALONG000000855	TALONT000000868	5	1209	Known	Known	None	1
856	869	PF3D7_0504200	PF3D7_0504200.1	TALONG000000856	TALONT000000869	3	2207	Known	Known	None	4
858	871	PF3D7_0504400	PF3D7_0504400.1	TALONG000000858	TALONT000000871	1	2533	Known	Known	None	3
860	873	PF3D7_0504600	PF3D7_0504600.1	TALONG000000860	TALONT000000873	1	1788	Known	Known	None	4
862	875	PF3D7_0504800	PF3D7_0504800.1	TALONG000000862	TALONT000000875	1	17435	Known	Known	None	1
865	878	PF3D7_0505100	PF3D7_0505100.1	TALONG000000865	TALONT000000878	2	10290	Known	Known	None	4
868	881	PF3D7_0505400	PF3D7_0505400.1	TALONG000000868	TALONT000000881	1	3130	Known	Known	None	8
869	882	PF3D7_0505500	PF3D7_0505500.1	TALONG000000869	TALONT000000882	2	4705	Known	Known	None	2
871	884	PF3D7_0505700	PF3D7_0505700.1	TALONG000000871	TALONT000000884	1	3764	Known	Known	None	3
872	885	PF3D7_0505800	PF3D7_0505800.1	TALONG000000872	TALONT000000885	2	2222	Known	Known	None	45
875	888	PF3D7_0506100	PF3D7_0506100.1	TALONG000000875	TALONT000000888	3	2409	Known	Known	None	10
877	890	PF3D7_0506300	PF3D7_0506300.1	TALONG000000877	TALONT000000890	1	1646	Known	Known	None	4
882	895	PF3D7_0506900	PF3D7_0506900.1	TALONG000000882	TALONT000000895	1	3517	Known	Known	None	5
884	897	PF3D7_0507100	PF3D7_0507100.1	TALONG000000884	TALONT000000897	2	2621	Known	Known	None	4
891	904	PF3D7_0507800	PF3D7_0507800.1	TALONG000000891	TALONT000000904	1	6575	Known	Known	None	14
893	906	PF3D7_0508000	PF3D7_0508000.1	TALONG000000893	TALONT000000906	1	2091	Known	Known	None	19
894	907	PF3D7_0508100	PF3D7_0508100.1	TALONG000000894	TALONT000000907	1	5625	Known	Known	None	4
896	909	PF3D7_0508300	PF3D7_0508300.1	TALONG000000896	TALONT000000909	1	3801	Known	Known	None	1
898	911	PF3D7_0508500	PF3D7_0508500.1	TALONG000000898	TALONT000000911	1	8442	Known	Known	None	3
899	912	PF3D7_0508600	PF3D7_0508600.1	TALONG000000899	TALONT000000912	1	1102	Known	Known	None	1
901	914	PF3D7_0508800	PF3D7_0508800.1	TALONG000000901	TALONT000000914	1	2889	Known	Known	None	6
902	915	PF3D7_0508900	PF3D7_0508900.1	TALONG000000902	TALONT000000915	1	10153	Known	Known	None	13
903	916	PF3D7_0509000	PF3D7_0509000.1	TALONG000000903	TALONT000000916	5	1875	Known	Known	None	3
904	917	PF3D7_0509100	PF3D7_0509100.1	TALONG000000904	TALONT000000917	1	6212	Known	Known	None	8
906	919	PF3D7_0509300	PF3D7_0509300.1	TALONG000000906	TALONT000000919	2	1478	Known	Known	None	2
907	920	PF3D7_0509400	PF3D7_0509400.1	TALONG000000907	TALONT000000920	3	9749	Known	Known	None	3
909	922	PF3D7_0509600	PF3D7_0509600.1	TALONG000000909	TALONT000000922	2	2719	Known	Known	None	1
912	925	PF3D7_0509900	PF3D7_0509900.1	TALONG000000912	TALONT000000925	1	1709	Known	Known	None	4
914	927	PF3D7_0510100	PF3D7_0510100.1	TALONG000000914	TALONT000000927	1	9864	Known	Known	None	1
917	930	PF3D7_0510400	PF3D7_0510400.1	TALONG000000917	TALONT000000930	1	2381	Known	Known	None	2
918	931	PF3D7_0510500	PF3D7_0510500.1	TALONG000000918	TALONT000000931	1	3319	Known	Known	None	12
921	934	PF3D7_0511000	PF3D7_0511000.1	TALONG000000921	TALONT000000934	1	1313	Known	Known	None	35
923	936	PF3D7_0511200	PF3D7_0511200.1	TALONG000000923	TALONT000000936	2	3741	Known	Known	None	9
925	938	PF3D7_0511400	PF3D7_0511400.1	TALONG000000925	TALONT000000938	1	1146	Known	Known	None	1
926	939	PF3D7_0511500	PF3D7_0511500.1	TALONG000000926	TALONT000000939	1	32487	Known	Known	None	12
927	940	PF3D7_0511600	PF3D7_0511600.1	TALONG000000927	TALONT000000940	2	1325	Known	Known	None	2
928	941	PF3D7_0511700	PF3D7_0511700.1	TALONG000000928	TALONT000000941	4	1841	Known	Known	None	5
929	942	PF3D7_0511800	PF3D7_0511800.1	TALONG000000929	TALONT000000942	2	2707	Known	Known	None	23
931	944	PF3D7_0512000	PF3D7_0512000.1	TALONG000000931	TALONT000000944	5	817	Known	Known	None	11
937	950	PF3D7_0512600	PF3D7_0512600.1	TALONG000000937	TALONT000000950	6	1763	Known	Known	None	8
938	951	PF3D7_0512700	PF3D7_0512700.1	TALONG000000938	TALONT000000951	1	1551	Known	Known	None	6
939	952	PF3D7_0512800	PF3D7_0512800.1	TALONG000000939	TALONT000000952	1	5687	Known	Known	None	1
941	954	PF3D7_0513000	PF3D7_0513000.1	TALONG000000941	TALONT000000954	1	1388	Known	Known	None	9
944	957	PF3D7_0513300	PF3D7_0513300.1	TALONG000000944	TALONT000000957	1	1934	Known	Known	None	105
947	960	PF3D7_0513600	PF3D7_0513600.1	TALONG000000947	TALONT000000960	2	4866	Known	Known	None	9
949	962	PF3D7_0513800	PF3D7_0513800.1	TALONG000000949	TALONT000000962	1	1155	Known	Known	None	4
950	963	PF3D7_0513900	PF3D7_0513900.1	TALONG000000950	TALONT000000963	2	1077	Known	Known	None	2
953	966	PF3D7_0514200	PF3D7_0514200.1	TALONG000000953	TALONT000000966	1	3207	Known	Known	None	1
959	972	PF3D7_0514900	PF3D7_0514900.1	TALONG000000959	TALONT000000972	1	2004	Known	Known	None	1
960	973	PF3D7_0515000	PF3D7_0515000.1	TALONG000000960	TALONT000000973	1	3947	Known	Known	None	4
963	976	PF3D7_0515300	PF3D7_0515300.1	TALONG000000963	TALONT000000976	1	6629	Known	Known	None	1
967	980	PF3D7_0515700	PF3D7_0515700.1	TALONG000000967	TALONT000000980	1	2833	Known	Known	None	31
968	981	PF3D7_0515800	PF3D7_0515800.1	TALONG000000968	TALONT000000981	2	1584	Known	Known	None	1
970	983	PF3D7_0516000	PF3D7_0516000.1	TALONG000000970	TALONT000000983	2	4567	Known	Known	None	3
972	985	PF3D7_0516200	PF3D7_0516200.1	TALONG000000972	TALONT000000985	3	1997	Known	Known	None	10
973	986	PF3D7_0516300	PF3D7_0516300.1	TALONG000000973	TALONT000000986	1	3841	Known	Known	None	3
